State,Year,Month,ActivityLevel,Temp,Precipitation,PMDI
Michigan,2015,3,1,63.5,2.3,2.33
Michigan,2015,4,1,65.4,4.62,3.11
Michigan,2015,5,1,60.9,1.81,0.73
Michigan,2015,6,1,44.6,5.25,3.16
Michigan,2015,7,1,41,1.09,1.42
Michigan,2015,8,1,23.6,2.34,1.92
Michigan,2015,9,1,21.3,0.95,0.47
Michigan,2015,10,1,23.1,1.04,-0.4
Michigan,2013,11,1,37.6,0.73,-2.12
Michigan,2013,12,2,49.1,2.09,-2.74
Michigan,2014,1,6,58.3,3.52,-2.51
Michigan,2014,2,3,64.9,5.89,1.06
Michigan,2014,3,1,71.4,4.16,2.09
Michigan,2014,3,1,70.7,2.37,0.46
Michigan,2014,5,1,58.1,4.88,1.99
Michigan,2014,5,1,49.9,2.01,1.22
Michigan,2014,6,1,37.8,2.15,0.46
Michigan,2014,8,1,22.8,1.43,-0.2
Michigan,2014,8,1,16.9,1.43,-0.72
Michigan,2014,9,1,21.3,1.53,-0.63
Michigan,2012,11,1,28.8,2.21,-0.41
Michigan,2012,12,2,42,5.44,1.96
Michigan,2013,1,9,55,4.26,2.38
Michigan,2013,2,7,64.2,3.65,2.27
Michigan,2013,3,5,72.7,2.99,1.89
Michigan,2013,3,3,68.3,3.16,1.07
Michigan,2013,5,1,58.7,3.72,1.01
Michigan,2013,6,2,49.7,3.37,1.28
Michigan,2013,6,1,39.9,3.19,1.45
Michigan,2013,8,1,29.9,1.87,1.36
Michigan,2013,8,1,25.1,2.22,1.64
Michigan,2013,9,1,28.4,1.31,1.05
Michigan,2011,11,1,44.7,2.59,-0.4
Michigan,2011,12,1,43.9,1.89,-1.13
Michigan,2012,1,1,59,3,-1.42
Michigan,2012,2,1,66.5,3,-1.69
Michigan,2012,3,1,73.5,3.59,-1.52
Michigan,2012,3,1,67.5,2.73,-1.92
Michigan,2012,5,1,58.4,2.57,-2.35
Michigan,2012,6,1,47.5,4.66,-0.3
Michigan,2012,6,1,36.2,0.99,-2.11
Michigan,2012,8,1,30.5,2.45,-1.56
Michigan,2012,9,1,23,3.3,1.2
Michigan,2012,9,1,20.9,2.28,1.64
Michigan,2010,11,1,27.8,1.36,0.32
Michigan,2010,12,1,39.5,5.72,3.1
Michigan,2011,1,1,56.5,3.59,2.9
Michigan,2011,2,1,63.8,3.68,2.79
Michigan,2011,3,2,68.8,3.54,3.02
Michigan,2011,4,1,66.7,3,2.46
Michigan,2011,5,1,59.5,1.92,0.19
Michigan,2011,6,1,48.9,3.82,0.9
Michigan,2011,7,1,34.2,3.83,2.38
Michigan,2011,8,1,19.3,2.19,2.39
Michigan,2011,9,1,12.3,2.21,2.49
Michigan,2011,10,1,12.8,1.58,2.29
Michigan,2009,9,1,21,1.39,1.04
Michigan,2009,10,1,41.2,3.82,2.32
Michigan,2009,11,10,54.6,3.53,2.3
Michigan,2009,12,2,65.3,3.82,2.23
Michigan,2010,1,1,64.8,3.46,2.66
Michigan,2010,2,1,66,3.56,2.75
Michigan,2010,3,1,58.8,3.92,2.85
Michigan,2010,4,1,47.5,4.09,3.57
Michigan,2010,5,1,30.3,3.51,4.42
Michigan,2010,6,1,28.2,1.77,3.9
Michigan,2010,7,1,16.6,1.28,2.78
Michigan,2010,8,1,8,0.97,1.57
Michigan,2010,9,1,28.6,0.87,-0.32
Michigan,2010,10,1,43.2,2.46,-0.73
Michigan,2009,1,1,57.2,4.14,0.01
Michigan,2009,2,1,62.5,4.07,0.85
Michigan,2009,3,1,67.9,2.49,0.51
Michigan,2009,4,1,66.9,3.31,0.48
Michigan,2009,5,1,64.6,2.91,-0.76
Michigan,2009,6,1,48.9,2.46,-1.04
Michigan,2009,7,1,41.3,3.06,-1.24
Michigan,2009,8,1,35.6,3.73,0.87
Indiana,2015,11,1,21.4,1.63,1.29
Indiana,2015,12,1,32.2,2.8,1.69
Indiana,2014,11,1,44.2,3.23,0.81
Indiana,2014,12,6,51.5,5.74,2.09
Indiana,2015,1,6,62,5.67,2.4
Indiana,2015,2,3,71.6,4.69,2.39
Indiana,2015,3,1,69.2,4.43,2.7
Indiana,2015,4,1,70.7,3.76,2.85
Indiana,2015,5,1,65.5,2.87,2.63
Indiana,2015,6,1,50.5,6.69,4.29
Indiana,2015,7,1,46.3,1.46,3.29
Indiana,2015,8,1,30.4,3.1,3.46
Indiana,2015,9,1,23.9,1.52,2.34
Indiana,2015,10,1,25.7,1.48,1.35
Indiana,2013,11,1,43.6,3.1,0.43
Indiana,2013,12,1,57.3,3.16,-0.9
Indiana,2014,1,7,64.3,5.49,-0.21
Indiana,2014,2,5,74.1,7.68,2.2
Indiana,2014,3,1,76.4,4.15,2.1
Indiana,2014,3,1,75.7,1.84,0.06
Indiana,2014,5,1,67.2,1.35,-1.61
Indiana,2014,5,1,56,1.17,-2.4
Indiana,2014,6,1,42.8,5.01,-1.87
Indiana,2014,8,1,24.3,1.44,-2.46
Indiana,2014,8,1,23.7,1.5,-2.59
Indiana,2014,9,1,31.2,4.21,-0.14
Indiana,2012,11,1,41.7,3.46,-0.18
Indiana,2012,12,4,53,9.61,2.92
Indiana,2013,1,10,62.1,6.51,3.45
Indiana,2013,2,7,72.2,5.23,3.52
Indiana,2013,3,5,78.8,2.74,1.74
Indiana,2013,3,1,73.1,2.55,0.38
Indiana,2013,5,1,63.6,5.31,2.19
Indiana,2013,6,1,53.9,3.29,2.58
Indiana,2013,6,1,46.9,6.21,3.61
Indiana,2013,8,1,36.6,4.59,4.02
Indiana,2013,8,1,32.4,3.4,3.98
Indiana,2013,9,1,35.4,1.54,2.78
Indiana,2011,11,2,55,2.73,0.23
Indiana,2011,12,1,52.9,2.22,-1.43
Indiana,2012,1,1,67.7,2.75,-2.53
Indiana,2012,2,2,71.6,1.29,-3.53
Indiana,2012,3,3,80.2,2.53,-4.45
Indiana,2012,3,2,71.9,4.05,-4.02
Indiana,2012,5,1,64.2,5.18,-2.02
Indiana,2012,6,1,52.1,3.95,-0.76
Indiana,2012,6,1,40.1,0.98,-2.12
Indiana,2012,8,1,38.2,3.21,-2.01
Indiana,2012,9,1,29.9,4.71,0.07
Indiana,2012,9,1,30.2,2.21,0.22
Indiana,2010,11,1,34.8,2.3,-0.37
Indiana,2010,12,1,50.8,6.38,1.45
Indiana,2011,1,2,64.4,3.71,0.4
Indiana,2011,2,10,70.8,6.24,1.79
Indiana,2011,3,8,72.3,3.21,1.28
Indiana,2011,4,1,71.5,1.84,-0.42
Indiana,2011,5,1,66.9,2.99,-0.77
Indiana,2011,6,1,54.3,4.12,0.45
Indiana,2011,7,1,39.2,3.04,0.52
Indiana,2011,8,1,29.4,4.39,1.25
Indiana,2011,9,1,19.4,2.33,0.98
Indiana,2011,10,1,22,2.64,1.21
Indiana,2009,9,4,34.1,1.85,-0.49
Indiana,2009,10,6,52.4,5.73,1.22
Indiana,2009,11,10,62.9,4.23,0.88
Indiana,2009,12,2,72.6,5.61,1.51
Indiana,2010,1,1,69.1,3.36,1.46
Indiana,2010,2,1,72.4,4.96,2.18
Indiana,2010,3,1,64,3.48,2.38
Indiana,2010,4,1,53.8,4.13,3.01
Indiana,2010,5,1,35.6,2.66,3.21
Indiana,2010,6,1,34.6,2.59,2.91
Indiana,2010,7,1,25.3,2.11,2.32
Indiana,2010,8,1,19.3,1.4,1.25
Indiana,2010,9,1,37.2,3.54,1.27
Indiana,2010,10,1,52.9,4.79,1.7
Indiana,2009,1,1,65,3.98,0.91
Indiana,2009,2,4,71,9.07,3.43
Indiana,2009,3,5,72.9,6.23,4.23
Indiana,2009,4,1,70.6,2.57,3.52
Indiana,2009,5,1,68.8,2.39,2.45
Indiana,2009,6,1,55.6,2.42,1.83
Indiana,2009,7,1,46.6,3.57,1.62
Indiana,2009,8,1,42.5,5.44,3.05
Ohio,2015,11,1,20.8,2.47,0.4
Ohio,2015,12,1,31.4,2.03,0.28
Ohio,2014,11,1,42.3,2.47,-0.83
Ohio,2014,12,1,51.1,3.87,-0.43
Ohio,2015,1,7,61.1,3.68,-0.56
Ohio,2015,2,1,69,4.01,-0.26
Ohio,2015,3,1,68.5,4.05,0.43
Ohio,2015,4,1,71,3.07,0.31
Ohio,2015,5,1,64.6,2.67,-0.18
Ohio,2015,6,1,50,4.16,1.13
Ohio,2015,7,1,46.1,0.98,-0.53
Ohio,2015,8,1,30.6,3.04,0.3
Ohio,2015,9,1,25,1.76,-0.43
Ohio,2015,10,1,25.7,2.05,-0.45
Ohio,2013,11,1,42.2,2.85,-0.76
Ohio,2013,12,1,55.4,2.18,-1.62
Ohio,2014,1,4,63.4,5.37,-0.39
Ohio,2014,2,2,72.2,6.32,1.27
Ohio,2014,3,1,75.1,3.45,0.22
Ohio,2014,3,1,74.2,2.72,-0.76
Ohio,2014,5,1,65.9,2.11,-1.22
Ohio,2014,5,1,54.7,1.93,-1.56
Ohio,2014,6,1,41.9,4.14,-0.97
Ohio,2014,8,1,24.8,1.88,-1.51
Ohio,2014,8,1,23.5,1.47,-1.74
Ohio,2014,9,1,30.5,4.58,1.17
Ohio,2012,11,1,39.6,4.24,1.45
Ohio,2012,12,5,52.1,7.63,3.09
Ohio,2013,1,9,61.7,6.55,3.81
Ohio,2013,2,4,70.4,3.81,3.14
Ohio,2013,3,3,77.3,3.8,2.1
Ohio,2013,3,1,71.9,3.93,2.04
Ohio,2013,5,1,64.2,5.89,3.64
Ohio,2013,6,1,52.7,4.36,4.44
Ohio,2013,6,1,46.9,5.42,5.5
Ohio,2013,8,1,36.9,4.27,5.84
Ohio,2013,8,1,32.1,3.38,5.64
Ohio,2013,9,1,35.1,1.62,4.28
Ohio,2011,11,1,52.2,3.09,2.18
Ohio,2011,12,1,50.3,1.93,0.23
Ohio,2012,1,1,66.5,3.68,-0.82
Ohio,2012,2,1,70.3,2.12,-2.56
Ohio,2012,3,1,77.5,3.45,-3.09
Ohio,2012,3,1,71.4,2.97,-3.27
Ohio,2012,5,1,63.3,5.1,-0.85
Ohio,2012,6,1,52.4,4.47,1.49
Ohio,2012,6,1,39.6,0.83,0.46
Ohio,2012,8,1,37.7,4.64,1.91
Ohio,2012,9,1,30.5,2.61,1.8
Ohio,2012,9,1,29.2,1.88,1.19
Ohio,2010,11,1,35,2.42,0.31
Ohio,2010,12,1,50.6,3.84,0.42
Ohio,2011,1,1,63.2,2.28,-1.05
Ohio,2011,2,7,69.5,5.92,0.82
Ohio,2011,3,2,72.5,6.68,2.17
Ohio,2011,4,1,70.2,2.7,1.55
Ohio,2011,5,1,64.5,2.63,1.18
Ohio,2011,6,1,54.3,3.64,2.04
Ohio,2011,7,1,39,2.96,2.39
Ohio,2011,8,1,32,4.13,3.1
Ohio,2011,9,1,19.9,2.08,2.42
Ohio,2011,10,1,23.4,2.6,2.54
Ohio,2009,9,1,33.6,2,1.25
Ohio,2009,10,1,51.4,5.28,2.43
Ohio,2009,11,10,61.7,3.98,2.03
Ohio,2009,12,1,70.6,5.42,2.53
Ohio,2010,1,1,69.4,3.45,2.27
Ohio,2010,2,1,71,4.14,2.53
Ohio,2010,3,1,64,2.19,1.64
Ohio,2010,4,1,53.3,2.97,2.09
Ohio,2010,5,1,36.8,1.93,1.76
Ohio,2010,6,1,35.3,2.52,1.78
Ohio,2010,7,1,24.4,2.46,1.57
Ohio,2010,8,1,17.3,1.47,0.5
Ohio,2010,9,1,35.9,3.52,0.83
Ohio,2010,10,1,51.5,4.58,1.51
Ohio,2009,1,1,65,3.34,0.01
Ohio,2009,2,1,69.8,8.04,2.57
Ohio,2009,3,1,71.6,4.75,2.87
Ohio,2009,4,1,70.1,2.49,1.93
Ohio,2009,5,1,68.5,3.07,1.45
Ohio,2009,6,1,54.4,2.76,1.5
Ohio,2009,7,1,47.3,2.24,0.48
Ohio,2009,8,1,43.7,4.3,1.27
Pennsylvania,2015,11,1,20.5,2.68,0.87
Pennsylvania,2015,12,2,29.6,1.3,-0.74
Pennsylvania,2014,11,1,38.2,2.11,-1.43
Pennsylvania,2014,12,2,49.1,3.25,-1.56
Pennsylvania,2015,1,9,58.3,5.02,-0.5
Pennsylvania,2015,2,9,65,4.91,0.75
Pennsylvania,2015,3,4,66.8,4.97,1.33
Pennsylvania,2015,4,2,70.1,4.98,1.85
Pennsylvania,2015,5,1,61.4,2.78,1.36
Pennsylvania,2015,6,1,48.6,4.77,2.46
Pennsylvania,2015,7,1,44.9,1.61,0.26
Pennsylvania,2015,8,1,28.9,4.39,1.68
Pennsylvania,2015,9,1,25.7,3.08,1.69
Pennsylvania,2015,10,1,25.8,2.66,1.56
Pennsylvania,2013,11,1,42,3.57,0.78
Pennsylvania,2013,12,1,52.5,2.31,-1.14
Pennsylvania,2014,1,5,60.5,4.02,-1.22
Pennsylvania,2014,2,5,69.3,3.63,-1.5
Pennsylvania,2014,3,1,73.3,4.64,-1.17
Pennsylvania,2014,3,1,70.8,3.11,-1.69
Pennsylvania,2014,5,1,63.6,3.41,-1.77
Pennsylvania,2014,5,1,51.4,5.15,0.14
Pennsylvania,2014,6,1,40.8,3.29,0.55
Pennsylvania,2014,8,1,25.5,3.44,0.91
Pennsylvania,2014,8,1,22.5,1.9,-0.44
Pennsylvania,2014,9,1,28.6,3.73,0.97
Pennsylvania,2012,11,1,36.3,5.79,2.01
Pennsylvania,2012,12,1,49.7,8.06,3.81
Pennsylvania,2013,1,3,61,5.7,3.87
Pennsylvania,2013,2,1,68.1,3.18,2.24
Pennsylvania,2013,3,1,74.3,2.98,0.02
Pennsylvania,2013,3,1,69.4,6.88,2.51
Pennsylvania,2013,5,1,64.4,10.1,5.4
Pennsylvania,2013,6,1,50.8,4.96,5.93
Pennsylvania,2013,6,1,44.9,3.94,5.6
Pennsylvania,2013,8,1,35.3,3.78,5.34
Pennsylvania,2013,8,1,30,3.36,5.05
Pennsylvania,2013,9,1,34.3,1.5,3.1
Pennsylvania,2011,11,1,47.7,2.89,0.83
Pennsylvania,2011,12,1,47.7,2.15,-0.9
Pennsylvania,2012,1,1,63.7,5.1,-0.81
Pennsylvania,2012,2,1,66.5,3.3,-1.58
Pennsylvania,2012,3,1,74.1,4.73,-1.42
Pennsylvania,2012,3,1,69.8,3.52,-1.78
Pennsylvania,2012,5,1,62,5.11,-0.6
Pennsylvania,2012,6,1,52.2,5.58,1.14
Pennsylvania,2012,6,1,37.8,1.01,-0.45
Pennsylvania,2012,8,1,35.8,5.24,1.03
Pennsylvania,2012,9,1,29,2.97,0.93
Pennsylvania,2012,9,1,27.4,1.98,0.23
Pennsylvania,2010,11,1,33.9,2.14,-0.77
Pennsylvania,2010,12,1,48.7,3.02,-1.12
Pennsylvania,2011,1,1,58.9,3.23,-1.44
Pennsylvania,2011,2,8,67.4,6.11,0.88
Pennsylvania,2011,3,3,72.7,5.09,1.15
Pennsylvania,2011,4,1,67.6,3.85,1.24
Pennsylvania,2011,5,1,61,2.37,0.01
Pennsylvania,2011,6,1,53.4,3.65,0.27
Pennsylvania,2011,7,1,37.4,3.42,0.93
Pennsylvania,2011,8,1,30.8,3.99,1.44
Pennsylvania,2011,9,1,19.6,2.32,0.58
Pennsylvania,2011,10,1,22.8,3.24,1.32
Pennsylvania,2009,9,1,30.3,2.6,0.35
Pennsylvania,2009,10,6,47.7,3.85,0.44
Pennsylvania,2009,11,10,59,5.29,1.21
Pennsylvania,2009,12,1,67.6,5.31,1.58
Pennsylvania,2010,1,1,69.1,4.53,1.72
Pennsylvania,2010,2,1,66.9,4.28,2
Pennsylvania,2010,3,1,62.5,1.88,0.3
Pennsylvania,2010,4,1,53,3.73,0.56
Pennsylvania,2010,5,1,36.7,2.44,0.1
Pennsylvania,2010,6,1,34,2.96,-0.09
Pennsylvania,2010,7,1,22.5,2.44,-0.55
Pennsylvania,2010,8,1,16.1,1.52,-1.08
Pennsylvania,2010,9,1,31.6,3.19,-0.81
Pennsylvania,2010,10,1,48.4,3.86,-0.44
Pennsylvania,2009,1,1,63.5,2.57,-1.67
Pennsylvania,2009,2,1,67.1,8.36,1.91
Pennsylvania,2009,3,9,70.4,4.33,1.84
Pennsylvania,2009,4,6,68.9,2.57,0.28
Pennsylvania,2009,5,1,66.6,4.32,0.3
Pennsylvania,2009,6,1,50.7,3.78,0.76
Pennsylvania,2009,7,1,45.5,2.06,-0.75
Pennsylvania,2009,8,1,42.3,4.1,-0.45
New York,2015,11,1,15,2.53,2.82
New York,2015,12,1,24.7,1.68,1.28
New York,2014,11,1,33.1,2.81,0.71
New York,2014,12,1,45.8,2.51,-0.94
New York,2015,1,3,55.1,4.64,-0.08
New York,2015,2,10,62.1,5.03,1.34
New York,2015,3,4,65.2,5.51,2.91
New York,2015,4,3,67.9,5.05,3.52
New York,2015,5,1,58.4,2.49,2.51
New York,2015,6,1,45.9,4.42,3.4
New York,2015,7,1,41.8,2.06,1.3
New York,2015,8,1,25.2,3.64,1.57
New York,2015,9,1,21.8,2.41,0.88
New York,2015,10,0,24.1,2.72,0.89
New York,2013,11,1,38.2,3.64,0.76
New York,2013,12,1,49.2,2.09,-1.52
New York,2014,1,4,58.6,2.63,-2.07
New York,2014,2,5,65.1,5.57,0.22
New York,2014,3,1,71.4,4.02,0.43
New York,2014,3,3,68.2,4.47,1.16
New York,2014,5,1,60.9,3.3,0.4
New York,2014,5,1,48.5,6.9,2.39
New York,2014,6,1,37.9,2.86,1.63
New York,2014,8,1,23.1,3.31,1.53
New York,2014,8,1,18.6,2.01,0.33
New York,2014,9,1,21.8,3.53,1.5
New York,2012,11,1,30.9,4.51,2.39
New York,2012,12,1,45,6.78,4.07
New York,2013,1,6,58,6.17,4.61
New York,2013,2,4,65.1,4.25,4.35
New York,2013,3,3,71.4,2.55,2.27
New York,2013,3,1,67.6,7.76,5.09
New York,2013,5,1,62.6,7.12,6.32
New York,2013,6,1,49.6,4.61,6.46
New York,2013,6,1,43.1,2.98,4.99
New York,2013,8,1,31.8,3.44,4.67
New York,2013,8,1,26,3.29,4.7
New York,2013,9,1,29.9,1.27,2.49
New York,2011,11,1,43.3,1.97,-0.45
New York,2011,12,1,43.9,2.9,-1.2
New York,2012,1,1,60.5,4.12,-1.45
New York,2012,2,1,64.6,3.34,-1.78
New York,2012,3,1,71.4,3.14,-2.23
New York,2012,3,1,68.5,3.19,-2.57
New York,2012,5,1,59.9,4.91,-1.37
New York,2012,6,1,50.9,4.94,0.18
New York,2012,6,1,35.7,1.18,-1.79
New York,2012,8,1,31.6,5.31,0.99
New York,2012,9,1,24.3,2.12,0.21
New York,2012,9,1,23.3,2.38,0.06
New York,2010,11,1,30.6,1.8,-1.11
New York,2010,12,1,43.4,3.1,-1.24
New York,2011,1,1,57.3,4.31,-0.71
New York,2011,2,5,64,7.46,2.04
New York,2011,3,2,71.2,4.62,2.21
New York,2011,4,1,65.8,3.85,2.25
New York,2011,5,1,58.3,3.5,2.1
New York,2011,6,1,50.8,3.21,1.83
New York,2011,7,1,34.4,4.03,2.24
New York,2011,8,1,25.4,3.61,2.24
New York,2011,9,1,16.9,2.6,1.72
New York,2011,10,1,18.8,2.92,1.94
New York,2009,9,9,23.7,3.05,1.78
New York,2009,10,5,43.5,3.57,1.71
New York,2009,11,10,56.7,4.64,1.86
New York,2009,12,1,65,5.11,2.33
New York,2010,1,1,67.4,5.33,3.06
New York,2010,2,1,65.3,3.69,3
New York,2010,3,1,60.1,2.12,1.3
New York,2010,4,1,51.3,3.98,1.51
New York,2010,5,1,35.3,2.72,0.9
New York,2010,6,1,30.3,3.49,1.06
New York,2010,7,1,16.2,2.34,0.35
New York,2010,8,1,9.2,2,-0.46
New York,2010,9,1,25.5,1.61,-1.44
New York,2010,10,1,43.3,3.02,-1.5
New York,2009,1,1,61,2.75,-2.14
New York,2009,2,1,63,7.69,2.03
New York,2009,3,6,68.1,3.6,1.78
New York,2009,4,2,67.5,3.07,0.67
New York,2009,5,1,65,4.75,0.93
New York,2009,6,1,47.4,3.7,1.33
New York,2009,7,1,42.8,2.05,-0.82
New York,2009,8,1,39.3,4.06,-0.56
Maine,2015,11,1,7.9,2.57,3.93
Maine,2015,12,1,18.9,2.65,3.26
Maine,2014,11,1,26.2,2.45,2.04
Maine,2014,12,1,41.9,3.97,1.89
Maine,2015,1,3,51.1,4.07,2.06
Maine,2015,2,4,58.7,6.7,4
Maine,2015,3,2,63,6.71,5.29
Maine,2015,4,1,66.1,3.98,4.96
Maine,2015,5,1,54.9,1.75,2.96
Maine,2015,6,1,41.3,5.53,4.3
Maine,2015,7,1,38.5,4.77,3.98
Maine,2015,8,1,21.9,4.31,3.85
Maine,2015,9,1,20.3,3.07,3.28
Maine,2015,10,1,24.6,2.67,2.72
Maine,2013,11,1,34.6,5.11,3.48
Maine,2013,12,1,44.9,2.82,1.57
Maine,2014,1,1,54.6,2.09,-0.39
Maine,2014,2,2,60.8,5.54,0.88
Maine,2014,3,1,69.2,2.87,-0.43
Maine,2014,3,1,65.3,2.33,-1.66
Maine,2014,5,1,58.3,5.37,-0.32
Maine,2014,5,1,45.2,5.93,1.32
Maine,2014,6,1,34.5,5.2,1.65
Maine,2014,8,1,23.4,6.31,2.62
Maine,2014,8,1,15.9,1.89,0.93
Maine,2014,9,1,16.2,2.95,0.89
Maine,2012,11,1,26.8,4.93,2.36
Maine,2012,12,1,39,4.75,2.79
Maine,2013,1,4,51.9,5.49,3.29
Maine,2013,2,1,60.2,4.06,3.15
Maine,2013,3,1,67.6,3.69,2.64
Maine,2013,3,1,64.9,7.44,4.27
Maine,2013,5,1,59,3.89,4.01
Maine,2013,6,1,47.6,4.97,4.23
Maine,2013,6,1,38.8,2.49,1.82
Maine,2013,8,1,26,3.49,1.34
Maine,2013,8,1,18.2,3.1,1
Maine,2013,9,1,21.4,1.76,-0.37
Maine,2011,11,1,34.3,1.94,-1.93
Maine,2011,12,1,42.2,4.14,-1.28
Maine,2012,1,1,53.8,4.68,-0.22
Maine,2012,2,1,60.2,7.58,2.32
Maine,2012,3,1,67.6,1.89,-0.18
Maine,2012,3,1,67.4,4.29,-0.19
Maine,2012,5,1,55.9,4.91,0.6
Maine,2012,6,1,48.2,6.69,2.36
Maine,2012,6,1,32.7,1.29,-0.64
Maine,2012,8,1,24.4,5.11,0.69
Maine,2012,9,1,15.9,1.42,-1.19
Maine,2012,9,1,20.1,3.06,-0.59
Maine,2010,11,1,30.3,2.45,-1.21
Maine,2010,12,1,39.1,1.98,-1.82
Maine,2011,1,1,52.3,5.67,0.5
Maine,2011,2,1,60.8,6.55,2.11
Maine,2011,3,2,68.3,4.89,2.41
Maine,2011,4,1,63.7,4.6,2.75
Maine,2011,5,1,56.7,5.42,3.45
Maine,2011,6,1,47.3,1.7,1.5
Maine,2011,7,1,32.3,4.11,1.41
Maine,2011,8,1,17,3.76,1.23
Maine,2011,9,1,14.2,3.41,1.22
Maine,2011,10,1,15.7,2.85,1.04
Maine,2009,9,1,18.1,3.8,1.43
Maine,2009,10,1,38.7,3.44,1.24
Maine,2009,11,6,51.7,3.99,1.34
Maine,2009,12,1,61.6,4.58,1.9
Maine,2010,1,1,67.2,6.65,3.16
Maine,2010,2,1,64.4,3.34,2.77
Maine,2010,3,1,56.4,1.61,0.52
Maine,2010,4,1,48.5,6.2,2.05
Maine,2010,5,1,31.8,3.5,1.4
Maine,2010,6,1,26,6.08,2.74
Maine,2010,7,1,11.7,3.17,2.39
Maine,2010,8,1,5.2,1.74,0.79
Maine,2010,9,1,21.6,1.78,-0.97
Maine,2010,10,1,37.8,3.08,-1.15
Maine,2009,1,1,55.7,2.8,-1.61
Maine,2009,2,2,57.5,5.79,1.06
Maine,2009,3,4,64.8,3.61,1
Maine,2009,4,1,67.2,3.9,0.96
Maine,2009,5,1,61.8,4.82,1.11
Maine,2009,6,1,43.2,4.73,1.63
Maine,2009,7,2,37,2.43,-0.74
Maine,2009,8,1,31.2,5.31,0.94
New Hampshire,2015,11,1,12.3,3.04,4.61
New Hampshire,2015,12,1,21.7,2.37,3.43
New Hampshire,2014,11,1,30.1,2.84,2.42
New Hampshire,2014,12,1,44.4,3.5,1.52
New Hampshire,2015,1,1,53.3,4.7,1.86
New Hampshire,2015,2,4,60.2,6.24,3.53
New Hampshire,2015,3,1,64,7.66,5.01
New Hampshire,2015,4,1,67,5.17,5.22
New Hampshire,2015,5,1,56,1.63,3.47
New Hampshire,2015,6,1,43.4,5.99,4.8
New Hampshire,2015,7,1,40,4.1,3.91
New Hampshire,2015,8,1,23.2,4.44,4.02
New Hampshire,2015,9,1,21.1,2.78,3.08
New Hampshire,2015,10,1,25.3,4.1,3.63
New Hampshire,2013,11,1,37,7.42,4.77
New Hampshire,2013,12,1,46.7,2.82,2.71
New Hampshire,2014,1,1,56.7,2.29,0.71
New Hampshire,2014,2,1,63,4.62,0.69
New Hampshire,2014,3,1,70.5,3.48,-0.24
New Hampshire,2014,3,1,66,3.74,-0.66
New Hampshire,2014,5,1,60.1,2.94,-1.73
New Hampshire,2014,5,1,46.3,7.84,0.99
New Hampshire,2014,6,1,36.2,3.66,0.44
New Hampshire,2014,8,1,23.1,4.3,0.73
New Hampshire,2014,8,1,16.8,2.57,0.07
New Hampshire,2014,9,1,18.7,3.44,0.41
New Hampshire,2012,11,1,29.3,4.87,1.06
New Hampshire,2012,12,1,42.4,5.42,2.14
New Hampshire,2013,1,5,55.8,5.09,2.52
New Hampshire,2013,2,1,62.1,4.44,2.47
New Hampshire,2013,3,1,69.1,2.69,0.8
New Hampshire,2013,3,1,66.2,9.09,3.75
New Hampshire,2013,5,1,61,6.03,4.32
New Hampshire,2013,6,1,48.2,6.22,4.99
New Hampshire,2013,6,1,40.2,3.41,3.49
New Hampshire,2013,8,1,29.4,4.23,3.48
New Hampshire,2013,8,1,22.7,3.21,2.94
New Hampshire,2013,9,1,26.9,1.14,0.6
New Hampshire,2011,11,1,38.9,1.95,-1.61
New Hampshire,2011,12,1,44.2,3.24,-2.15
New Hampshire,2012,1,1,57,5.74,-0.62
New Hampshire,2012,2,1,62.1,5.39,0.95
New Hampshire,2012,3,1,68.9,2.95,-0.08
New Hampshire,2012,3,1,68.2,4.76,0.56
New Hampshire,2012,5,1,57.5,5.06,1.11
New Hampshire,2012,6,1,49.7,5.51,1.77
New Hampshire,2012,6,1,34.3,0.8,-1.27
New Hampshire,2012,8,1,28.7,5.43,0.71
New Hampshire,2012,9,1,20.2,1.98,-0.54
New Hampshire,2012,9,1,23.1,3.09,-0.41
New Hampshire,2010,11,1,30.8,2.29,-0.87
New Hampshire,2010,12,1,42,2.44,-1.41
New Hampshire,2011,1,1,54.9,5.48,0.23
New Hampshire,2011,2,1,63.2,7.04,1.72
New Hampshire,2011,3,1,70.6,5.9,2.29
New Hampshire,2011,4,1,64.8,3.34,1.97
New Hampshire,2011,5,1,57.5,5.07,2.45
New Hampshire,2011,6,1,48,1.55,0.55
New Hampshire,2011,7,1,33.2,3.89,0.33
New Hampshire,2011,8,1,22.2,3.68,0.17
New Hampshire,2011,9,1,16.5,3.46,0.16
New Hampshire,2011,10,1,18.1,3.69,0.83
New Hampshire,2009,9,1,21.6,4.11,1.19
New Hampshire,2009,10,1,41.6,3.03,0.29
New Hampshire,2009,11,10,54,4.56,0.64
New Hampshire,2009,12,1,62.8,3.91,0.41
New Hampshire,2010,1,1,67.9,7.28,2.38
New Hampshire,2010,2,1,64,3.58,2.27
New Hampshire,2010,3,1,57.8,1.63,0.37
New Hampshire,2010,4,1,49.8,5.67,1.64
New Hampshire,2010,5,1,33.8,3.27,0.77
New Hampshire,2010,6,1,28.7,5.47,1.96
New Hampshire,2010,7,1,14.6,3.35,1.72
New Hampshire,2010,8,1,8.1,2.42,0.81
New Hampshire,2010,9,1,23.8,1.65,-1.03
New Hampshire,2010,10,1,40.6,2.8,-1.29
New Hampshire,2009,1,1,58.9,1.94,-2.15
